id,question,answers,category,importance,source_page
ch22-p3-q04,経済的単一体説とは？,連結財務諸表を企業集団の株主の立場で作成する考え方|連結財務諸表を企業集団全体の株主の立場で作成する考え方,theme22,A,233
ch22-p3-q05,連結財務諸表作成における一般原則を4つ示せ。,真実性の原則||基準性の原則||明瞭性の原則||継続性の原則,theme22,A,233
ch22-p3-q06,基準性の原則の要請内容を2つ示せ。,基準性||準拠性,theme22,A,233
ch22-p3-q07,基準性とは？,連結財務諸表が個別財務諸表を基礎に作成されること|連結財務諸表が個別財務諸表を基礎として作成されること,theme22,A,233
ch22-p3-q08,準拠性とは？,個別財務諸表が認められた基準に準拠していること|個別財務諸表が一般に公正妥当と認められた会計基準に準拠していること,theme22,A,233
ch22-p5-q01,持分法とは、投資会社が被投資会社の（①）および（②）のうち投資会社に帰属する部分の変動に応じて、その（③）の額を連結決算日ごとに修正する方法をいう。,資本||損益||投資,theme22,B,235
ch22-p5-q02,中間財務諸表の作成の考え方には、中間会計期間の実績を表示するものとする（①）と、年度決算の予測に役立つものとする（②）がある。中間会計期間の実績の明示が将来の業績予測に役立ち、また恣意的な判断の介入の余地を排し、実行面での計算手続が明確化できること等から（①）が採用されている。季節変動性は、前年同期比較等を行うことにより対応できる。,実績主義||予測主義,theme22,B,235
ch22-p5-q03,セグメントとは、事業の構成単位を意味し、事業セグメントのうち（①）ごとの情報の記載が義務付けられている。セグメント情報の作成については、経営上の意思決定や業績を評価するための事業の構成単位を基礎とする（②）が採用されている。,報告セグメント||マネジメント・アプローチ,theme22,B,235
ch22-p7-q01,持分法とは？,投資勘定を連結決算日ごとに修正する方法|被投資会社の資本および損益の変動に応じて投資勘定を連結決算日ごとに修正する方法,theme22,B,237
ch22-p7-q02,事業の種類別の財務情報は何と呼ばれるか？,セグメント情報,theme22,B,237
ch22-p7-q03,セグメント情報作成の基本的考え方は？,マネジメント・アプローチ,theme22,B,237
ch22-p7-q04,中間財務諸表とは？,中間会計期間ごとの財務諸表|中間会計期間に係る財務諸表,theme22,B,237
ch22-p7-q05,中間財務諸表作成の役割は？,有用な投資情報の提供|投資者に対する有用な情報の提供,theme22,B,237
ch22-p7-q06,中間財務諸表の考え方を2つ示せ。,実績主義||予測主義,theme22,B,237
ch22-p7-q07,実績主義とは？,中間会計期間を一会計期間とみなし実績を示す考え方|中間会計期間を一会計期間として当該期間の実績を示す考え方,theme22,B,237
ch22-p7-q08,予測主義とは？,中間会計期間を年度の構成要素とし年度の業績予測に役立つ情報を提供する考え方|中間会計期間を年度の一構成部分とみなし年度の業績予測に役立つ情報を提供する考え方,theme22,B,237
ch23-p1-q01,包括利益とは、特定期間の財務諸表で認識された（①）の変動額のうち、（①）に対する（②）との直接的な取引によらない部分をいう。その他の包括利益とは、包括利益のうち（③）に含まれない部分をいう。（①）に対する（②）には、株主、新株予約権者、子会社の（④）が含まれる。,純資産||持分所有者||当期純利益||非支配株主,theme23,A,243
ch23-p1-q02,包括利益を表示する目的は、純資産の変動を報告するとともにその他の包括利益の内訳を明瞭に表示することにある。包括利益の表示によって、情報の（①）な有用性を高め、貸借対照表との連携を明示することを通じて、財務諸表の（②）と（③）を高めることができる。,全体的||理解可能性||比較可能性,theme23,A,243
ch23-p1-q03,包括利益は、企業成果に関する最も重要な指標と位置付けられるものではなく、（①）に関する情報と併せて利用することにより、企業活動の成果についての情報の（②）な有用性を高めることを目的としている。,当期純利益||全体的,theme23,A,243
ch23-p3-q01,収益費用アプローチによる利益は？,当期純利益,theme23,A,245
ch23-p3-q02,資産負債アプローチによる利益は？,包括利益,theme23,A,245
ch23-p3-q03,包括利益とは？,資本取引によらない純資産の変動額|持分所有者との直接的な取引によらない純資産の変動額,theme23,A,245
ch23-p3-q04,持分所有者を3つ示せ。,株主||新株予約権者||子会社の非支配株主,theme23,A,245
ch23-p3-q05,その他の包括利益の計算方法は？,包括利益－当期純利益|包括利益から当期純利益を控除した額,theme23,A,245
ch23-p3-q06,個別財務諸表での包括利益の表示は？,当期純利益＋その他の包括利益の内訳項目|当期純利益とその他の包括利益の内訳項目,theme23,A,245
ch23-p3-q07,包括利益の表示が定義と異なる理由は？,純利益を示し有用だから|当期純利益を示すことが有用だから,theme23,A,245
ch23-p3-q08,連結財務諸表での包括利益の表示は？,当期純利益＋その他の包括利益の内訳項目|当期純利益とその他の包括利益の内訳項目,theme23,A,245
ch23-p3-q09,その他の包括利益の内訳項目を4つ示せ。,その他有価証券評価差額金||繰延ヘッジ損益||為替換算調整勘定||退職給付に係る調整額,theme23,A,245
ch23-p5-q01,包括利益を表示する計算書の形式には、（①）と（②）がある。（①）には当期純利益と包括利益が明確に区別される利点があり、（②）は一覧性、明瞭性、理解可能性に優れている。,2計算書方式||1計算書方式,theme23,B,247
ch23-p5-q02,クリーン・サープラス関係とは、ある期間における（①）の増減（資本取引による増減を除く。）が当該期間の（②）と等しくなる関係をいう。個別財務諸表では、（③）の増減が（④）と等しい関係が成立し、連結財務諸表では、これに加えて（⑤）の増減が包括利益に等しい関係が成立している。,資本||利益||株主資本||当期純利益||純資産,theme23,B,247
ch23-p5-q03,リサイクリングとは、（①）を（②）に振り替えることをいう。リサイクリングは、純利益に関する（③）の原則とクリーン・サープラス関係を満たすために不可欠である。しかし、異なる利益を2度にわたり計上し、その他有価証券の売却等により純利益を操作する余地を残す等の問題点が指摘される。,その他の包括利益||当期純利益||一致,theme23,B,247
ch23-p7-q01,一般的なクリーン・サープラス関係は？,資本の増減＝利益|資本の増減と利益が等しい関係,theme23,B,249
ch23-p7-q02,個別財務諸表で成立するクリーン・サープラス関係は？,株主資本の増減＝当期純利益|株主資本の増減と当期純利益が等しい関係,theme23,B,249
ch23-p7-q03,連結財務諸表で成立するクリーン・サープラス関係は？,純資産の増減＝包括利益|純資産の増減と包括利益が等しい関係,theme23,B,249
ch23-p7-q04,純資産の変動額を表示する目的は？,情報の全体的な有用性を高める|財務情報の全体的な有用性を高める,theme23,B,249
ch23-p7-q05,リサイクリングとは？,その他の包括利益の当期純利益への振替え|その他の包括利益を当期純利益に振り替えること,theme23,B,249
ch23-p7-q06,リサイクリングの問題点を2つ示せ。,利益を2度計上する|同じ利益を二度計上する||純利益操作の可能性がある|純利益を操作する余地がある,theme23,B,249
ch23-p7-q07,リサイクリングをしない場合の問題点は？,一致の原則に反する|純利益に関する一致の原則に反する,theme23,B,249
ch23-p7-q08,1計算書方式での計算書の名称は？,損益及び包括利益計算書,theme23,B,249
ch23-p7-q09,2計算書方式での計算書の名称を2つ示せ。,損益計算書||包括利益計算書,theme23,B,249
ch23-p7-q10,1計算書方式の利点は？,一覧性、明瞭性、理解可能性等に優れる|一覧性・明瞭性・理解可能性等に優れる,theme23,B,249
ch23-p7-q11,2計算書方式の利点は？,当期純利益と包括利益が明確に区別される|当期純利益と包括利益を明確に区別できる,theme23,B,249
ch24-p1-q01,企業結合は、複数の企業の（①）の統合を意味し、その経済的実態には（②）と（③）がある。（②）とは他企業の（④）を獲得して一つの（①）になる企業結合をいい、（③）とは他企業の（④）を獲得せず、それぞれの企業のリスクと便益を共有し、一つの（①）となる企業結合をいう。,報告単位||取得||持分の結合||支配,theme24,A,253
ch24-p1-q02,企業結合の会計処理は（①）によるが、経済的実態に応じた会計処理を行う考えもある。すなわち、（②）の場合には（①）、（③）の場合には（④）を適用すべきとする考え方である。,パーチェス法||取得||持分の結合||持分プーリング法,theme24,A,253
ch24-p1-q03,（①）とは、受入資産・負債の取得原価に対価となる資産の（②）を用いる方法をいい、（③）とは、受入資産・負債の（④）を引き継ぐ方法をいう。,パーチェス法||時価||持分プーリング法||帳簿価額,theme24,A,253
ch24-p1-q04,のれんとは、取得した事業の（①）が、取得した資産および引き受けた負債に配分された純額を（②）する額をいう。取得した事業の（①）が同純額に（③）する額は、負ののれんという。,取得原価||超過||不足,theme24,A,253
ch24-p3-q01,企業結合の会計処理方法は？,パーチェス法,theme24,A,255
ch24-p3-q02,パーチェス法とは？,資産・負債の取得原価を交付資産の時価とする方法|受入資産・負債の取得原価に対価となる資産の時価を用いる方法,theme24,A,255
ch24-p3-q03,持分プーリング法とは？,資産・負債・資本を適正な簿価で引き継ぐ方法|資産、負債および資本の適正な帳簿価額を引き継ぐ方法,theme24,A,255
ch24-p3-q04,取得の経済的実態は？,ある企業が他の企業の支配を獲得すること|一方の企業が他の企業の支配を獲得すること,theme24,A,255
ch24-p3-q05,持分プーリング法と共通性を持つ他の処理は？,非貨幣財同士の交換|非貨幣性資産同士の交換,theme24,A,255
ch24-p3-q06,のれんとは？,取得原価が受入資産負債に配分された純額を超える金額|取得原価が取得した資産および引き受けた負債に配分された純額を超過する額,theme24,A,255
ch24-p3-q07,のれんの主な発生原因は？,超過収益力,theme24,A,255
ch24-p3-q08,のれんの償却期間は？,20年以内の効果の及ぶ期間|20年以内のその効果の及ぶ期間,theme24,A,255
ch24-p3-q09,のれんの償却方法は？,定額法等|定額法その他の合理的な方法,theme24,A,255
ch24-p3-q10,のれんの会計処理方法を2つ示せ。,規則的な償却を行う方法|規則的償却を行う方法||減損処理を行う方法|減損のみを行う方法,theme24,A,255
ch24-p3-q11,のれんの規則的な償却を行わないときの問題点を2つ示せ。,減価の過程が無視される|のれんの減価の過程が無視される||自己創設のれんの計上と同じ|自己創設のれんを計上することと同じになる,theme24,A,255
ch24-p5-q01,企業結合において、取得原価が受入純資産に不足する場合のその不足額を（①）という。受入純資産に適切に配分されているかを見直してもなお生ずる（①）は（②）として処理する。,負ののれん||利益,theme24,B,257
ch24-p5-q02,事業分離において、投資が（①）され、（②）を認識するとともに、改めて時価で投資を行ったとみる場合は、事業分離時点での（③）が新たな投資原価となる。その投資原価を超えて回収できれば、その超過額が企業にとっての（④）となる。,清算||移転損益||時価||利益,theme24,B,257
ch24-p5-q03,事業分離において、投資が（①）し、（②）を認識しない場合は、事業分離によっても投資の（③）と（④）は行われていないとみるため、移転直前の（⑤）がそのまま投資原価となる。この投資原価を超えて回収できれば、その超過額が企業にとっての（⑥）となる。,継続||移転損益||清算||再投資||帳簿価額||利益,theme24,B,257
ch24-p7-q01,フレッシュ・スタート法とは？,資産・負債を時価に評価替えする方法|結合当事企業の資産・負債を時価に評価替えする方法,theme24,B,259
ch24-p7-q02,負ののれんとは？,取得原価が取得した資産等に配分された純額を下回る金額|取得原価が取得した資産および引き受けた負債に配分された純額を下回る額,theme24,B,259
ch24-p7-q03,負ののれんの会計処理は？,利益として処理する|発生した事業年度の利益として処理する,theme24,B,259
ch24-p7-q04,事業分離とは？,事業の他への移転|事業を他の企業に移転すること,theme24,B,259
ch24-p7-q05,投資が継続している事業分離での移転損益は？,生じない|認識しない,theme24,B,259
ch24-p7-q06,投資が清算したとみる事業分離での移転損益は？,生じる|認識する,theme24,B,259
ch24-p7-q07,投資が継続している事業分離での投資原価は？,帳簿価額,theme24,B,259
ch24-p7-q08,投資が清算したとみる事業分離での投資原価は？,清算・再投資額|清算再投資額,theme24,B,259
ch24-p7-q09,投資が継続しているとみる事業分離と同様の経済的実態を持つ取引は？,同種・同用途固定資産の交換|同種同用途の固定資産の交換,theme24,B,259
ch24-p7-q10,投資が清算したとみる事業分離と同様の経済的実態を持つ取引を2つ示せ。,固定資産の売却|固定資産売却||異種資産の交換|異種の資産の交換,theme24,B,259
ch25-p1-q01,キャッシュ・フロー計算書とは、企業の一会計期間の資金の流れ（キャッシュ・フロー）を示す財務諸表である。記載すべき資金には、現金と現金同等物が含まれる。現金同等物とは、換金が容易で、（①）の変動に僅少なリスクしか負わない（②）投資（通常は3か月以内）を意味する。,価値||短期,theme25,A,265
ch25-p1-q02,キャッシュ・フロー計算書の区分には、（①）活動によるキャッシュ・フロー、（②）活動によるキャッシュ・フロー、（③）活動によるキャッシュ・フローの3区分がある。,営業||投資||財務,theme25,A,265
ch25-p1-q03,営業活動によるキャッシュ・フロー区分の表示方法には、（①）と（②）がある。（①）はキャッシュ・フローの総額を表示する方法であり、（②）は損益計算書の（③）から間接的にキャッシュ・フローを計算する方法である。（②）ではキャッシュ・フローの総額は示されないが、作成が容易で、損益計算との対比が可能である。,直接法||間接法||税引前当期純利益,theme25,A,265
ch25-p3-q01,キャッシュ・フロー計算書で示されるものは？,一会計期間におけるキャッシュ・フローの状況|一会計期間のキャッシュフローの状況,theme25,A,267
ch25-p3-q02,資金の範囲は？,現金と現金同等物|現金及び現金同等物,theme25,A,267
ch25-p3-q03,現金同等物とは？,換金が容易で、かつ価値の変動リスクが僅少な短期投資|容易に換金可能で価値の変動について僅少なリスクしか負わない短期投資,theme25,A,267
ch25-p3-q04,直接法とは？,キャッシュ・フローの総額を記載する方法|主要な取引ごとにキャッシュフローを総額表示する方法,theme25,A,267
ch25-p3-q05,間接法とは？,税引前当期純利益に調整項目を加減する方法|税引前当期純利益に非資金損益項目等を加減して表示する方法,theme25,A,267
ch25-p3-q06,直接法と間接法が異なる区分は？,営業活動によるキャッシュ・フロー|営業活動によるキャッシュフロー,theme25,A,267
ch25-p3-q07,直接法の長所は？,キャッシュ・フローが総額で表示される|主要な取引ごとのキャッシュフローが総額で表示される,theme25,A,267
ch25-p3-q08,直接法の短所は？,手間がかかる|作成に手間がかかる,theme25,A,267
ch25-p3-q09,間接法の長所を2つ示せ。,簡便||純利益とキャッシュ・フローの関係が示される|純利益とキャッシュフローの関係が示される,theme25,A,267
ch25-p5-q01,企業の各期の利益合計が全体期間の利益に一致するとの原則を（①）という。各期のキャッシュ・フローは全体期間のキャッシュ・フローに一致する。全体期間の利益が全体期間のキャッシュ・フローに一致することが利益計算の制約であり、（②）と（③）はいずれもこの制約を満たしている。,一致の原則（合致の原則）|一致の原則|合致の原則||包括利益||純利益,theme25,B,269
ch25-p5-q02,キャッシュ・フロー計算書において、法人税等は（①）活動によるキャッシュ・フローの区分に記載されるが、これは活動区分ごとに課税所得を分割することが困難なためである。,営業,theme25,B,269
ch25-p5-q03,利息および配当金の表示方法には、（①）の算定に含まれる受取利息、受取配当金および支払利息は（②）活動区分に、支払配当金は（③）活動区分に記載する方法と、投資活動の成果である受取利息および受取配当金は（④）活動区分に、財務活動上のコストである支払利息および支払配当金は（③）活動区分に記載する方法の選択適用が認められている。,損益||営業||財務||投資,theme25,B,269
ch25-p7-q01,利益計算とキャッシュ・フロー計算の関係は？,全体期間の両者が一致する|全体期間の利益とキャッシュフローが一致する,theme25,B,271
ch25-p7-q02,資金の範囲の注記が求められる理由は？,期間比較、企業間比較の確保|期間比較および企業間比較の確保,theme25,B,271
ch25-p7-q03,資金の貸借対照表科目別内訳の注記が必要な理由は？,資金と現金預金の関係を明らかにするため|資金と貸借対照表上の現金及び預金との関係を明らかにするため,theme25,B,271
ch25-p7-q04,直接法と関連を持つ利益計算法は？,損益法,theme25,B,271
ch25-p7-q05,直接法と損益法の共通点は？,フロー計算である点|フローの計算である点,theme25,B,271
ch25-p7-q06,間接法と関連を持つ利益計算法は？,財産法,theme25,B,271
ch25-p7-q07,間接法と財産法の共通点は？,ストック比較計算である点|ストックの比較計算である点,theme25,B,271
ch25-p7-q08,法人税等の記載は？,営業活動によるキャッシュ・フローに一括記載|営業活動によるキャッシュフローの区分に一括して記載,theme25,B,271
ch25-p7-q09,法人税等を一括記載する理由は？,活動区分ごとに課税所得を分割するのが困難だから|活動区分ごとに課税所得を分割することが困難であるため,theme25,B,271
ch26-p1-q01,わが国のディスクロージャー制度（開示制度）には、会社法による（①）と金融商品取引法による（②）がある。（①）の対象はすべての会社であるが、（②）の対象は上場会社等の大規模な会社に限定される。,会社法会計||金融商品取引法会計,theme26,A,275
ch26-p1-q02,（①）の主たる狙いは（②）と（③）との間の利害調整、すなわち（②）保護にある。このために設けられているのが（③）に対する会社財産の払戻しの限度額、すなわち（④）を設けた分配規制である。剰余金の配当や自己株式の取得は、この（④）を限度としてしか行うことができない。なお、会社法会計上の計算書類等には、計算書類（貸借対照表、損益計算書、株主資本等変動計算書、個別注記表）、（⑤）、附属明細書がある。,会社法会計||債権者||株主||分配可能額||事業報告,theme26,A,275
ch26-p1-q03,（①）の主たる狙いは投資者に対する情報提供にある。（①）の開示対象となる財務諸表には、貸借対照表、損益計算書、株主資本等変動計算書、（②）および附属明細表がある。,金融商品取引法会計||キャッシュ・フロー計算書,theme26,A,275
ch26-p3-q01,制度会計の種類を2つ示せ。,会社法会計||金融商品取引法会計,theme26,A,277
ch26-p3-q02,会社法会計で重視される会計の機能は？,利害調整機能,theme26,A,277
ch26-p3-q03,会社法会計で保護される利害関係者は？,債権者,theme26,A,277
ch26-p3-q04,債権者保護のために設けられている規制は？,分配規制,theme26,A,277
ch26-p3-q05,金融商品取引法会計で保護される利害関係者は？,投資者,theme26,A,277
ch26-p3-q06,金融商品取引法会計で重視される会計の機能は？,情報提供機能,theme26,A,277
ch26-p3-q07,債権者が関心を有する企業の財務内容は？,支払能力,theme26,A,277
ch26-p3-q08,投資者が関心を有する企業の財務内容は？,収益力,theme26,A,277
ch26-p3-q09,会社法会計における計算書類を4つ示せ。,貸借対照表||損益計算書||株主資本等変動計算書||個別注記表,theme26,A,277
ch26-p3-q10,金融商品取引法会計における財務諸表を5つ示せ。,貸借対照表||損益計算書||株主資本等変動計算書||キャッシュ・フロー計算書||附属明細表,theme26,A,277
